transcript_id	gene_id	gene_name
NR_028478	Snora75	Snora75
NR_106184	Gm24148	Gm24148
NR_002851	Snord82	Snord82
NR_015507	C130036L24Rik	C130036L24Rik
NM_010341	Nmur1	Nmur1
NM_027966	1700019O17Rik	1700019O17Rik
NM_008972	Ptma	Ptma
NM_008801	Pde6d	Pde6d
NM_172974	Cops7b	Cops7b
NM_010933	Nppc	Nppc
NM_001172157	Dis3l2	Dis3l2
NM_153530	Dis3l2	Dis3l2
NM_007433	Alppl2	Alppl2
NM_001081082	Alpi	Alpi
NM_007432	Akp3	Akp3
NM_001277925	Ecel1	Ecel1
NM_021306	Ecel1	Ecel1
NM_027084	Prss56	Prss56
NM_021600	Chrnd	Chrnd
NM_009604	Chrng	Chrng
NM_023314	Eif4e2	Eif4e2
NM_001039170	Eif4e2	Eif4e2
NM_001039169	Eif4e2	Eif4e2
NM_028889	Efhd1	Efhd1
NM_001110212	Gigyf2	Gigyf2
NM_146112	Gigyf2	Gigyf2
NM_001110227	Kcnj13	Kcnj13
NM_028473	3110079O15Rik	3110079O15Rik
NM_019867	Ngef	Ngef
NM_001111314	Ngef	Ngef
NM_001160163	Neu2	Neu2
NM_001160164	Neu2	Neu2
NM_001160165	Neu2	Neu2
NM_015750	Neu2	Neu2
NM_010566	Inpp5d	Inpp5d
NR_122078	Inpp5d	Inpp5d
NM_001110193	Inpp5d	Inpp5d
NM_001110192	Inpp5d	Inpp5d
NM_029846	Atg16l1	Atg16l1
NM_001205392	Atg16l1	Atg16l1
NM_001205391	Atg16l1	Atg16l1
NR_028519	Scarna6	Scarna6
NM_009118	Sag	Sag
NM_177646	Dgkd	Dgkd
NM_001198573	Usp40	Usp40
NM_001033291	Usp40	Usp40
NM_201641	Ugt1a10	Ugt1a10
NM_201644	Ugt1a9	Ugt1a9
NM_201642	Ugt1a7c	Ugt1a7c
NM_201410	Ugt1a6b	Ugt1a6b
NM_145079	Ugt1a6a	Ugt1a6a
NM_201643	Ugt1a5	Ugt1a5
NM_013701	Ugt1a2	Ugt1a2
NM_008299	Dnajb3	Dnajb3
NM_201645	Ugt1a1	Ugt1a1
NM_001281466	Mroh2a	Mroh2a
NM_198652	Hjurp	Hjurp
NR_040291	6430706D22Rik	6430706D22Rik
NM_172505	A730008H23Rik	A730008H23Rik
NM_134252	Trpm8	Trpm8
NM_029269	Spp2	Spp2
NM_008132	Glrp1	Glrp1
NR_037971	Gm19589	Gm19589
NM_177305	Arl4c	Arl4c
NR_040493	Platr5	Platr5
NR_040471	1700067G17Rik	1700067G17Rik
NM_133816	Sh3bp4	Sh3bp4
NR_040482	C030007H22Rik	C030007H22Rik
NM_178119	Agap1	Agap1
NM_001037136	Agap1	Agap1
NR_015540	4933400F21Rik	4933400F21Rik
NM_010262	Gbx2	Gbx2
NM_139152	Asb18	Asb18
NM_029122	Iqca	Iqca
NM_007722	Ackr3	Ackr3
NM_001271607	Ackr3	Ackr3
NM_133805	Cops8	Cops8
NM_001243008	Col6a3	Col6a3
NM_001243009	Col6a3	Col6a3
NM_053015	Mlph	Mlph
NM_001101647	Prlh	Prlh
NM_008998	Rab17	Rab17
NM_001159725	Rab17	Rab17
NM_001111312	Lrrfip1	Lrrfip1
NM_008515	Lrrfip1	Lrrfip1
NM_001111311	Lrrfip1	Lrrfip1
NM_001033408	Rbm44	Rbm44
NM_016894	Ramp1	Ramp1
NM_178401	Ramp1	Ramp1
NM_001168392	Ramp1	Ramp1
NM_026454	Ube2f	Ube2f
NM_016717	Scly	Scly
NM_001033292	Espnl	Espnl
NM_027551	Klhl30	Klhl30
NM_173395	Fam132b	Fam132b
NM_023343	Ilkap	Ilkap
NR_026924	1700020N18Rik	1700020N18Rik
NM_019479	Hes6	Hes6
NM_011066	Per2	Per2
NM_028718	Traf3ip1	Traf3ip1
NM_001039126	Asb1	Asb1
NM_023046	Asb1	Asb1
NM_007855	Twist2	Twist2
NM_207225	Hdac4	Hdac4
NM_024197	Ndufa10	Ndufa10
NR_105865	Mir6900	Mir6900
NM_147038	Olfr1416	Olfr1416
NM_001011525	Olfr1415	Olfr1415
NM_147039	Olfr1414	Olfr1414
NM_147037	Olfr1413	Olfr1413
NM_146277	Olfr1412	Olfr1412
NM_146490	Olfr1411	Olfr1411
NM_146491	Olfr1410	Olfr1410
NM_206896	Olfr12	Olfr12
NM_001163425	Myeov2	Myeov2
NR_028108	Myeov2	Myeov2
NM_153114	Otos	Otos
NM_016696	Gpc1	Gpc1
NR_029559	Mir149	Mir149
NM_172850	Ankmy1	Ankmy1
NM_175118	Dusp28	Dusp28
NM_181405	Rnpepl1	Rnpepl1
NR_015525	9430060I03Rik	9430060I03Rik
NM_011796	Capn10	Capn10
NM_001104529	Gpr35	Gpr35
NM_001271766	Gpr35	Gpr35
NM_022320	Gpr35	Gpr35
NM_001159658	Aqp12	Aqp12
NM_177587	Aqp12	Aqp12
NM_001294149	Kif1a	Kif1a
NM_001110315	Kif1a	Kif1a
NM_001294150	Kif1a	Kif1a
NM_008440	Kif1a	Kif1a
NM_001276710	Agxt	Agxt
NM_016702	Agxt	Agxt
NM_001159940	2310007B03Rik	2310007B03Rik
NM_172411	2310007B03Rik	2310007B03Rik
NM_172463	Sned1	Sned1
NR_105866	Mir6901	Mir6901
NM_178051	Mterf4	Mterf4
NM_080850	Pask	Pask
NM_023200	Ppp1r7	Ppp1r7
NR_105867	Mir6902	Mir6902
NR_105763	Mir6345	Mir6345
NM_001271884	Ano7	Ano7
NM_207031	Ano7	Ano7
NM_133808	Hdlbp	Hdlbp
NM_001301364	Hdlbp	Hdlbp
NM_001159718	Sept2	Sept2
NM_001159717	Sept2	Sept2
NM_010891	Sept2	Sept2
NM_001159719	Sept2	Sept2
NM_145519	Farp2	Farp2
NM_021537	Stk25	Stk25
NM_016778	Bok	Bok
NM_025920	Thap4	Thap4
NM_174874	Atg4b	Atg4b
NM_001105667	Dtymk	Dtymk
NM_023136	Dtymk	Dtymk
NM_025454	Ing5	Ing5
NM_178882	D2hgdh	D2hgdh
NM_199366	Gal3st2	Gal3st2
NM_001205249	Gm9994	Gm9994
NM_001039219	Gm6086	Gm6086
NM_173772	Neu4	Neu4
NM_008798	Pdcd1	Pdcd1
NR_040473	4930440C22Rik	4930440C22Rik
NM_026321	Fam174a	Fam174a
NM_009183	St8sia4	St8sia4
NM_001159745	St8sia4	St8sia4
NR_040479	4930598F16Rik	4930598F16Rik
NR_040467	1700063A18Rik	1700063A18Rik
NR_040478	4930533P14Rik	4930533P14Rik
NM_172658	Slco4c1	Slco4c1
NR_131964	Panct2	Panct2
NR_120500	Slco6b1	Slco6b1
NM_028942	Slco6c1	Slco6c1
NM_133825	D1Ertd622e	D1Ertd622e
NM_173760	Ppip5k2	Ppip5k2
NM_026250	Gin1	Gin1
NM_013626	Pam	Pam
NR_037993	B230216N24Rik	B230216N24Rik
NR_040439	1810006J02Rik	1810006J02Rik
NM_001164233	Slco6d1	Slco6d1
NM_027584	Slco6d1	Slco6d1
NM_172851	Cntnap5b	Cntnap5b
NR_037989	Gm20268	Gm20268
NM_011800	Cdh20	Cdh20
NM_001160368	Rnf152	Rnf152
NM_178779	Rnf152	Rnf152
NM_013784	Pign	Pign
NM_173187	2310035C23Rik	2310035C23Rik
NM_029349	2310035C23Rik	2310035C23Rik
NM_009399	Tnfrsf11a	Tnfrsf11a
NM_001122676	Zcchc2	Zcchc2
NM_001122675	Zcchc2	Zcchc2
NR_040630	Gm20753	Gm20753
NM_133821	Phlpp1	Phlpp1
NM_009741	Bcl2	Bcl2
NR_106164	Mir3473f	Mir3473f
NM_177410	Bcl2	Bcl2
NM_027534	Kdsr	Kdsr
NM_009190	Vps4b	Vps4b
NM_009257	Serpinb5	Serpinb5
NM_027971	Serpinb12	Serpinb12
NM_001199213	Serpinb12	Serpinb12
NM_172852	Serpinb13	Serpinb13
NM_009126	Serpinb3a	Serpinb3a
NM_201376	Serpinb3d	Serpinb3d
NM_198680	Serpinb3b	Serpinb3b
NM_201363	Serpinb3c	Serpinb3c
NM_025867	Serpinb11	Serpinb11
NM_027548	Serpinb7	Serpinb7
NM_001174170	Serpinb2	Serpinb2
NM_011111	Serpinb2	Serpinb2
NM_198028	Serpinb10	Serpinb10
NM_001160307	Serpinb10	Serpinb10
NM_011459	Serpinb8	Serpinb8
NM_001159748	Serpinb8	Serpinb8
NR_102306	D830032E09Rik	D830032E09Rik
NR_102307	D830032E09Rik	D830032E09Rik
NM_172853	Cdh7	Cdh7
NM_001081386	Cdh19	Cdh19
NM_001081316	Dsel	Dsel
NM_001077425	Cntnap5a	Cntnap5a
NM_011650	Tsn	Tsn
NM_026472	Nifk	Nifk
NM_029709	Clasp1	Clasp1
NM_001293300	Clasp1	Clasp1
NM_001293301	Clasp1	Clasp1
NR_027901	2900060B14Rik	2900060B14Rik
NM_023755	Tfcp2l1	Tfcp2l1
NM_001081125	Gli2	Gli2
NR_105764	Mir6346	Mir6346
NM_008381	Inhbb	Inhbb
NM_022327	Ralb	Ralb
NM_146103	Tmem185b	Tmem185b
NR_126486	3830432H09Rik	3830432H09Rik
NM_145506	Epb4.1l5	Epb4.1l5
NM_001113416	Epb4.1l5	Epb4.1l5
NM_019933	Ptpn4	Ptpn4
NM_175106	Tmem177	Tmem177
NM_001115074	Cfap221	Cfap221
NM_001012322	Sctr	Sctr
NM_019432	Tmem37	Tmem37
NM_007830	Dbi	Dbi
NM_001037999	Dbi	Dbi
NM_028439	3110009E18Rik	3110009E18Rik
NM_001172074	3110009E18Rik	3110009E18Rik
NM_133186	Steap3	Steap3
NM_001085409	Steap3	Steap3
NM_207233	C1ql2	C1ql2
NM_010766	Marco	Marco
NM_010133	En1	En1
NR_038008	Celrr	Celrr
NR_110450	Celrr	Celrr
NM_001271531	Insig2	Insig2
NM_001271532	Insig2	Insig2
NM_133748	Insig2	Insig2
NM_178082	Insig2	Insig2
NM_029955	Ccdc93	Ccdc93
NM_001025156	Ccdc93	Ccdc93
NM_010483	Htr5b	Htr5b
NM_025860	Ddx18	Ddx18
NM_199021	Dpp10	Dpp10
NM_001205385	Actr3	Actr3
NM_001205386	Actr3	Actr3
NM_023735	Actr3	Actr3
NM_028787	Slc35f5	Slc35f5
NM_027677	Gpr39	Gpr39
NM_145100	Lypd1	Lypd1
NM_176957	Nckap5	Nckap5
NM_001081756	Nckap5	Nckap5
NM_172484	Nckap5	Nckap5
NM_145128	Mgat5	Mgat5
NM_028135	Tmem163	Tmem163
NM_001033041	Acmsd	Acmsd
NR_045298	2900009J06Rik	2900009J06Rik
NM_028399	Ccnt2	Ccnt2
NM_011737	Map3k19	Map3k19
NM_178690	Rab3gap1	Rab3gap1
NM_001285945	Zranb3	Zranb3
NM_027678	Zranb3	Zranb3
NM_181750	R3hdm1	R3hdm1
NR_029543	Mir128-1	Mir128-1
NM_026390	Ubxn4	Ubxn4
NM_001081078	Lct	Lct
NM_008567	Mcm6	Mcm6
NM_177445	Dars	Dars
NM_145507	Dars	Dars
NM_009911	Cxcr4	Cxcr4
NM_172485	Thsd7b	Thsd7b
NM_007827	Cd55b	Cd55b
NM_010016	Cd55	Cd55
NM_009581	Zp3r	Zp3r
NM_007576	C4bp	C4bp
NR_028304	C4bp-ps1	C4bp-ps1
NR_027859	Pfkfb2	Pfkfb2
NM_001162415	Pfkfb2	Pfkfb2
NM_008825	Pfkfb2	Pfkfb2
NM_001162416	Pfkfb2	Pfkfb2
NM_178691	Yod1	Yod1
NM_177604	AA986860	AA986860
NM_144960	Fcamr	Fcamr
NM_001170632	Fcamr	Fcamr
NM_011082	Pigr	Pigr
NM_026976	Fcmr	Fcmr
NM_053095	Il24	Il24
NM_021380	Il20	Il20
NM_001009940	Il19	Il19
NM_010548	Il10	Il10
NM_008551	Mapkapk2	Mapkapk2
NM_145508	Dyrk3	Dyrk3
NM_010709	Eif2d	Eif2d
NM_001136070	Eif2d	Eif2d
NM_018750	Rassf5	Rassf5
NM_019777	Ikbke	Ikbke
NM_001081011	Srgap2	Srgap2
NM_175382	Fam72a	Fam72a
NM_011924	Avpr1b	Avpr1b
NM_007799	Ctse	Ctse
NM_145509	Rab7b	Rab7b
NM_177243	Slc26a9	Slc26a9
NM_178079	Pm20d1	Pm20d1
NM_173865	Slc41a1	Slc41a1
NM_144875	Rab29	Rab29
NM_001145804	Nucks1	Nucks1
NM_175294	Nucks1	Nucks1
NM_001177628	Slc45a3	Slc45a3
NM_145977	Slc45a3	Slc45a3
NM_007923	Elk4	Elk4
NM_172510	Mfsd4	Mfsd4
NM_001114662	Mfsd4	Mfsd4
NM_008795	Cdk18	Cdk18
NM_001033250	Lemd1	Lemd1
NR_029777	Mir135b	Mir135b
NM_144810	Klhdc8a	Klhdc8a
NM_028778	Nuak2	Nuak2
NM_001195025	Nuak2	Nuak2
NM_178874	Tmcc2	Tmcc2
NM_172516	Dstyk	Dstyk
NM_172517	Rbbp5	Rbbp5
NM_029025	Tmem81	Tmem81
NM_177129	Cntn2	Cntn2
NM_001160318	Nfasc	Nfasc
NM_182716	Nfasc	Nfasc
NM_001160316	Nfasc	Nfasc
NM_001160317	Nfasc	Nfasc
NR_045892	Gm10538	Gm10538
NM_010732	Lrrn2	Lrrn2
NM_001302802	Mdm4	Mdm4
NR_126506	Mdm4	Mdm4
NM_001302803	Mdm4	Mdm4
NM_008575	Mdm4	Mdm4
NM_001302801	Mdm4	Mdm4
NM_001302804	Mdm4	Mdm4
NM_001099276	Pik3c2b	Pik3c2b
NM_133819	Ppp1r15b	Ppp1r15b
NM_182930	Plekha6	Plekha6
NM_001160268	Plekha6	Plekha6
NR_037984	Gm19461	Gm19461
NM_026680	Golt1a	Golt1a
NM_178260	Kiss1	Kiss1
NM_031193	Ren2	Ren2
NM_031192	Ren1	Ren1
NM_175443	Etnk2	Etnk2
NM_011439	Sox13	Sox13
NM_009227	Snrpe	Snrpe
NM_144530	Zc3h11a	Zc3h11a
NM_001276767	Zc3h11a	Zc3h11a
NM_001166552	Zbed6	Zbed6
NM_001159649	Lax1	Lax1
NM_172842	Lax1	Lax1
NM_213616	Atp2b4	Atp2b4
NM_001167949	Atp2b4	Atp2b4
NR_105868	Mir6903	Mir6903
NM_001160420	Optc	Optc
NM_001160421	Optc	Optc
NM_054076	Optc	Optc
NM_001160422	Optc	Optc
NM_054077	Prelp	Prelp
NM_021355	Fmod	Fmod
NM_007570	Btg2	Btg2
NM_027979	Chit1	Chit1
NM_001284524	Chit1	Chit1
NM_001284525	Chit1	Chit1
NM_007695	Chil1	Chil1
NM_016749	Mybph	Mybph
NM_001291930	Adora1	Adora1
NM_001039510	Adora1	Adora1
NM_001291928	Adora1	Adora1
NM_001282945	Adora1	Adora1
NM_001008533	Adora1	Adora1
NM_031189	Myog	Myog
NM_001144855	Ppfia4	Ppfia4
NM_001042485	Tmem183a	Tmem183a
NM_020588	Tmem183a	Tmem183a
NM_173771	4933406M09Rik	4933406M09Rik
NM_028057	Cyb5r1	Cyb5r1
NM_028320	Adipor1	Adipor1
NM_001306069	Adipor1	Adipor1
NM_153128	Klhl12	Klhl12
NM_145510	Rabif	Rabif
NM_001291015	Mgat4e	Mgat4e
NM_001145300	Mgat4e	Mgat4e
NM_152895	Kdm5b	Kdm5b
NM_009307	Syt2	Syt2
NM_001081307	Ppp1r12b	Ppp1r12b
NR_015606	Ppp1r12b	Ppp1r12b
NM_001278115	Ube2t	Ube2t
NM_026024	Ube2t	Ube2t
NM_001033409	Lgr6	Lgr6
NM_007955	Ptprv	Ptprv
NM_177081	Ptpn7	Ptpn7
NM_026823	Arl8a	Arl8a
NM_134438	Gpr37l1	Gpr37l1
NM_001163131	Elf3	Elf3
NM_007921	Elf3	Elf3
NM_001159624	Rnpep	Rnpep
NM_145417	Rnpep	Rnpep
NM_011590	Timm17a	Timm17a
NM_053106	Lmod1	Lmod1
NM_175259	Shisa4	Shisa4
NM_153774	Ipo9	Ipo9
NM_173437	Nav1	Nav1
NR_049188	Mir1231	Mir1231
NM_007791	Csrp1	Csrp1
NM_013750	Phlda3	Phlda3
NM_021467	Tnni1	Tnni1
NM_001112702	Tnni1	Tnni1
NM_133664	Lad1	Lad1
NM_011619	Tnnt2	Tnnt2
NM_001130179	Tnnt2	Tnnt2
NM_001130178	Tnnt2	Tnnt2
NM_001130177	Tnnt2	Tnnt2
NM_001130175	Tnnt2	Tnnt2
NM_001130174	Tnnt2	Tnnt2
NM_001130180	Tnnt2	Tnnt2
NM_001130181	Tnnt2	Tnnt2
NM_001130176	Tnnt2	Tnnt2
NM_019645	Pkp1	Pkp1
NM_177642	Igfn1	Igfn1
NM_001160145	Tmem9	Tmem9
NM_025439	Tmem9	Tmem9
NM_001160146	Tmem9	Tmem9
NM_001270609	Ascl5	Ascl5
NM_001081023	Cacna1s	Cacna1s
NM_014193	Cacna1s	Cacna1s
NR_046168	Gm15850	Gm15850
NR_046170	Gm15850	Gm15850
NR_046167	Gm15850	Gm15850
NR_046169	Gm15850	Gm15850
NM_001039472	Kif21b	Kif21b
NM_028872	5730559C18Rik	5730559C18Rik
NM_001101516	Gpr25	Gpr25
NM_001081360	Camsap2	Camsap2
NR_024328	9230116N13Rik	9230116N13Rik
NM_026500	Ddx59	Ddx59
NM_001287179	Kif14	Kif14
NM_177643	Zfp281	Zfp281
NM_001160251	Zfp281	Zfp281
NR_045324	Gm19705	Gm19705
NR_045325	Gm19705	Gm19705
NR_037986	Platr22	Platr22
NM_030676	Nr5a2	Nr5a2
NM_001159769	Nr5a2	Nr5a2
NR_029795	Mir181a-1	Mir181a-1
NR_029820	Mir181b-1	Mir181b-1
NM_011210	Ptprc	Ptprc
NM_001268286	Ptprc	Ptprc
NM_001111316	Ptprc	Ptprc
NM_177397	Atp6v1g3	Atp6v1g3
NM_021605	Nek7	Nek7
NR_040304	Gm5833	Gm5833
NM_010714	Lhx9	Lhx9
NM_001025565	Lhx9	Lhx9
NM_001042577	Lhx9	Lhx9
NM_001081226	2310009B15Rik	2310009B15Rik
NM_001166501	Dennd1b	Dennd1b
NM_181347	Dennd1b	Dennd1b
NR_108103	4930596I21Rik	4930596I21Rik
NM_133239	Crb1	Crb1
NR_040455	4933436E23Rik	4933436E23Rik
NM_172643	Zbtb41	Zbtb41
NM_009791	Aspm	Aspm
NM_031164	F13b	F13b
NM_015780	Cfhr1	Cfhr1
NM_001160304	Gm4788	Gm4788
NM_001029977	Gm4788	Gm4788
NM_001160303	Gm4788	Gm4788
NM_001025575	Cfhr2	Cfhr2
NM_009888	Cfh	Cfh
NM_001081027	Kcnt2	Kcnt2
NR_040604	4930590L20Rik	4930590L20Rik
NM_145991	Cdc73	Cdc73
NM_020025	B3galt2	B3galt2
NM_001038593	Glrx2	Glrx2
NM_001038592	Glrx2	Glrx2
NM_023505	Glrx2	Glrx2
NM_001038594	Glrx2	Glrx2
NM_013835	Trove2	Trove2
NM_019562	Uchl5	Uchl5
NM_001159866	Uchl5	Uchl5
NM_009061	Rgs2	Rgs2
NM_153171	Rgs13	Rgs13
NM_015811	Rgs1	Rgs1
NR_110891	Rgs21	Rgs21
NM_001290269	Rgs21	Rgs21
NM_022881	Rgs18	Rgs18
NM_153539	Brinp3	Brinp3
NM_001145807	Brinp3	Brinp3
NM_001305632	Pla2g4a	Pla2g4a
NM_008869	Pla2g4a	Pla2g4a
NR_106112	Mir7652	Mir7652
NR_015466	Ptgs2os	Ptgs2os
NM_011198	Ptgs2	Ptgs2
NR_110420	Ptgs2os2	Ptgs2os2
NM_024458	Pdc	Pdc
NM_001159730	Pdc	Pdc
NR_040603	2310030A07Rik	2310030A07Rik
NM_001077237	BC003331	BC003331
NM_145511	BC003331	BC003331
NM_133780	Tpr	Tpr
NM_001110146	Prg4	Prg4
NM_021400	Prg4	Prg4
NM_001024720	Hmcn1	Hmcn1
NR_038011	C730036E19Rik	C730036E19Rik
NM_054102	Ivns1abp	Ivns1abp
NM_001039511	Ivns1abp	Ivns1abp
NM_001039512	Ivns1abp	Ivns1abp
NM_025819	Swt1	Swt1
NM_026876	Trmt1l	Trmt1l
NR_106150	Mir7682	Mir7682
NM_011277	Rnf2	Rnf2
NM_022018	Fam129a	Fam129a
NM_001039644	Edem3	Edem3
NM_197990	1700025G04Rik	1700025G04Rik
NM_025677	Tsen15	Tsen15
NM_177756	Colgalt2	Colgalt2
NM_016846	Rgl1	Rgl1
NM_001081197	Apobec4	Apobec4
NM_026369	Arpc5	Arpc5
NM_010877	Ncf2	Ncf2
NM_001160257	Smg7	Smg7
NM_001160256	Smg7	Smg7
NM_001005507	Smg7	Smg7
NM_175460	Nmnat2	Nmnat2
NM_008485	Lamc2	Lamc2
NM_010683	Lamc1	Lamc1
NR_033736	E330020D12Rik	E330020D12Rik
NM_001033162	Shcbp1l	Shcbp1l
NM_007842	Dhx9	Dhx9
NM_028749	Npl	Npl
NM_026380	Rgs8	Rgs8
NR_046171	C230024C17Rik	C230024C17Rik
NM_011267	Rgs16	Rgs16
NM_011882	Rnasel	Rnasel
NM_001243223	Rgsl1	Rgsl1
NM_178243	Teddm2	Teddm2
NM_001008426	Teddm1b	Teddm1b
NM_178244	Teddm1a	Teddm1a
NR_106194	Mir8114	Mir8114
NM_008131	Glul	Glul
NM_001204908	Zfp648	Zfp648
NR_040629	4930452N14Rik	4930452N14Rik
NR_108050	4930532M18Rik	4930532M18Rik
NM_009782	Cacna1e	Cacna1e
NM_010500	Ier5	Ier5
NM_008209	Mr1	Mr1
NM_021433	Stx6	Stx6
NM_011273	Xpr1	Xpr1
NR_132128	Gm5532	Gm5532
NM_026683	Acbd6	Acbd6
NM_001145781	Acbd6	Acbd6
NM_028250	Acbd6	Acbd6
NM_010712	Lhx4	Lhx4
NM_023268	Qsox1	Qsox1
NM_001024945	Qsox1	Qsox1
NM_001039184	Cep350	Cep350
NM_144791	Tor1aip1	Tor1aip1
NM_001160019	Tor1aip1	Tor1aip1
NM_001160018	Tor1aip1	Tor1aip1
NM_172843	Tor1aip2	Tor1aip2
NM_001160180	Tor1aip2	Tor1aip2
NM_001160182	Tor1aip2	Tor1aip2
NM_001160181	Tor1aip2	Tor1aip2
NM_022329	Tor1aip2	Tor1aip2
NM_177838	Fam163a	Fam163a
NM_001277730	Tdrd5	Tdrd5
NM_001134741	Tdrd5	Tdrd5
NM_130456	Nphs2	Nphs2
NM_009230	Soat1	Soat1
NM_009595	Abl2	Abl2
NM_001136104	Abl2	Abl2
NM_023141	Tor3a	Tor3a
NM_145413	Fam20b	Fam20b
NM_001159965	Ralgps2	Ralgps2
NM_001159967	Ralgps2	Ralgps2
NM_001159966	Ralgps2	Ralgps2
NM_001159968	Ralgps2	Ralgps2
NM_023884	Ralgps2	Ralgps2
NR_027640	Ralgps2	Ralgps2
NM_028333	Angptl1	Angptl1
NM_001305063	Tex35	Tex35
NM_001305059	Tex35	Tex35
NM_001305062	Tex35	Tex35
NM_001305061	Tex35	Tex35
NM_028540	Tex35	Tex35
NM_177644	Rasal2	Rasal2
NR_027984	2810025M15Rik	2810025M15Rik
NM_001033284	BC026585	BC026585
NM_033354	Sec16b	Sec16b
NR_027641	Sec16b	Sec16b
NM_001159986	Sec16b	Sec16b
NM_207583	Brinp2	Brinp2
NM_007495	Astn1	Astn1
NM_001205204	Astn1	Astn1
NR_030441	Mir488	Mir488
NM_001085376	Pappa2	Pappa2
NM_011931	Rfwd2	Rfwd2
NR_028518	Scarna3a	Scarna3a
NR_039543	Mir1843b	Mir1843b
NM_022312	Tnr	Tnr
NR_028111	4930523C07Rik	4930523C07Rik
NM_001162896	4930523C07Rik	4930523C07Rik
NR_038030	4930562F07Rik	4930562F07Rik
NR_038031	4930562F07Rik	4930562F07Rik
NM_177839	Tnn	Tnn
NM_025474	Mrps14	Mrps14
NM_009786	Cacybp	Cacybp
NM_001038621	Rabgap1l	Rabgap1l
NM_013862	Rabgap1l	Rabgap1l
NR_035448	Mir1927	Mir1927
NM_001146330	Gpr52	Gpr52
NM_001024952	Rc3h1	Rc3h1
NM_080844	Serpinc1	Serpinc1
NM_173424	Zbtb37	Zbtb37
NR_002840	Gas5	Gas5
NR_028543	Snord47	Snord47
NM_172644	Dars2	Dars2
NM_001159930	Cenpl	Cenpl
NR_131030	Cenpl	Cenpl
NR_131029	Cenpl	Cenpl
NR_131028	Cenpl	Cenpl
NM_001039482	Klhl20	Klhl20
NM_028664	Ankrd45	Ankrd45
NM_001195189	4930469G21Rik	4930469G21Rik
NR_130150	Prdx6	Prdx6
NM_001303408	Prdx6	Prdx6
NM_007453	Prdx6	Prdx6
NM_009452	Tnfsf4	Tnfsf4
NM_183391	Tnfsf18	Tnfsf18
NM_001205243	Fasl	Fasl
NM_010177	Fasl	Fasl
NM_172645	Suco	Suco
NM_001204904	4930558K02Rik	4930558K02Rik
NM_001204905	4930558K02Rik	4930558K02Rik
NM_026078	Pigc	Pigc
NM_001039045	Pigc	Pigc
NM_001038619	Dnm3	Dnm3
NM_172646	Dnm3	Dnm3
NR_040562	2810442N19Rik	2810442N19Rik
NR_002870	Dnm3os	Dnm3os
NR_029810	Mir199a-2	Mir199a-2
NR_029796	Mir214	Mir214
NM_144877	Mettl13	Mettl13
NM_016796	Vamp4	Vamp4
NM_010865	Myoc	Myoc
NM_001177581	7420461P10Rik	7420461P10Rik
NM_001081290	Prrc2c	Prrc2c
NM_144878	Fmo4	Fmo4
NM_010231	Fmo1	Fmo1
NM_018881	Fmo2	Fmo2
NM_001178038	Fmo6	Fmo6
NM_008030	Fmo3	Fmo3
NM_030071	Mroh9	Mroh9
NM_175686	Prrx1	Prrx1
NM_011127	Prrx1	Prrx1
NM_001025570	Prrx1	Prrx1
NM_178883	Gorab	Gorab
NM_001143956	Mettl11b	Mettl11b
NM_001305643	Kifap3	Kifap3
NM_010629	Kifap3	Kifap3
NM_001286002	Scyl3	Scyl3
NM_028776	Scyl3	Scyl3
NM_001286003	Scyl3	Scyl3
NM_201364	BC055324	BC055324
NM_027279	Mettl18	Mettl18
NM_011345	Sele	Sele
NM_001164059	Sell	Sell
NM_011346	Sell	Sell
NM_011347	Selp	Selp
NR_037987	Gm16548	Gm16548
NM_007976	F5	F5
NM_001276455	Slc19a2	Slc19a2
NM_054087	Slc19a2	Slc19a2
NM_029115	Ccdc181	Ccdc181
NM_025505	Blzf1	Blzf1
NM_001160208	Blzf1	Blzf1
NM_001160209	Blzf1	Blzf1
NM_001293313	Nme7	Nme7
NM_178071	Nme7	Nme7
NM_138314	Nme7	Nme7
NM_009721	Atp1b1	Atp1b1
NM_019759	Dpt	Dpt
NR_040303	Gm20743	Gm20743
NM_008510	Xcl1	Xcl1
NR_040480	4930568G15Rik	4930568G15Rik
NM_032005	Tbx19	Tbx19
NM_145512	Sft2d2	Sft2d2
NM_145513	Tiprl	Tiprl
NM_001081126	Gpr161	Gpr161
NM_028759	Dcaf6	Dcaf6
NM_027430	Mpc2	Mpc2
NM_173029	Adcy10	Adcy10
NM_001001880	Mpzl1	Mpzl1
NM_001083897	Mpzl1	Mpzl1
NM_178593	Rcsd1	Rcsd1
NM_001038846	Rcsd1	Rcsd1
NM_011804	Creg1	Creg1
NR_103716	Cd247	Cd247
NM_031162	Cd247	Cd247
NM_001113391	Cd247	Cd247
NM_001113392	Cd247	Cd247
NM_001113393	Cd247	Cd247
NM_011137	Pou2f1	Pou2f1
NM_198932	Pou2f1	Pou2f1
NM_198933	Pou2f1	Pou2f1
NM_198934	Pou2f1	Pou2f1
NM_001033344	Dusp27	Dusp27
NM_001160049	Dusp27	Dusp27
NM_021610	Gpa33	Gpa33
NM_175296	Mael	Mael
NM_001164528	Ildr2	Ildr2
NM_030245	Tada1	Tada1
NM_001142948	Pogk	Pogk
NM_175170	Pogk	Pogk
NM_001164306	Gm4846	Gm4846
NM_001164312	Gm4847	Gm4847
